yearOfRegistration,gender,ageBroad,citizenship,isForcedLabour,isSexualExploit,CountryOfExploitation,nacionalidade_lat,nacionalidade_long,nacionalidade,pais_exploracao_lat,pais_exploracao_long,pais_exploracao,nacionalidade_alpha3,pais_exploracao_alpha3
2002,Female,18--20,MD,0.0,1.0,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,0.0,1.0,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,0.0,1.0,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,0.0,1.0,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,0.0,1.0,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,0.0,1.0,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,0.0,1.0,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,0.0,1.0,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,0.0,1.0,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,0.0,1.0,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,0.0,1.0,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,0.0,1.0,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,0.0,1.0,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,0.0,1.0,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,0.0,1.0,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,0.0,1.0,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,0.0,1.0,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,0.0,1.0,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,0.0,1.0,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,0.0,1.0,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,0.0,1.0,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,0.0,1.0,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,0.0,1.0,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,0.0,1.0,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,0.0,1.0,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,0.0,1.0,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,0.0,1.0,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,0.0,1.0,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,0.0,1.0,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,0.0,1.0,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,0.0,1.0,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,0.0,1.0,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,0.0,1.0,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,0.0,1.0,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,0.0,1.0,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,0.0,1.0,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,0.0,1.0,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,0.0,1.0,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,0.0,1.0,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,0.0,1.0,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,0.0,1.0,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,0.0,1.0,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,0.0,1.0,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,0.0,1.0,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,0.0,1.0,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,0.0,1.0,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,0.0,1.0,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,0.0,1.0,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,0.0,1.0,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,0.0,1.0,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,0.0,1.0,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,0.0,1.0,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,0.0,1.0,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,0.0,1.0,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,0.0,1.0,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,0.0,1.0,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,0.0,1.0,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,0.0,1.0,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,0.0,1.0,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,0.0,1.0,RS,47.411631,28.369885,Moldova,44.016521,21.005859,Serbia,MDA,SRB
2002,Female,18--20,MD,0.0,1.0,RS,47.411631,28.369885,Moldova,44.016521,21.005859,Serbia,MDA,SRB
2002,Female,18--20,MD,0.0,1.0,RS,47.411631,28.369885,Moldova,44.016521,21.005859,Serbia,MDA,SRB
2002,Female,18--20,MD,0.0,1.0,RS,47.411631,28.369885,Moldova,44.016521,21.005859,Serbia,MDA,SRB
2002,Female,18--20,MD,0.0,1.0,RS,47.411631,28.369885,Moldova,44.016521,21.005859,Serbia,MDA,SRB
2002,Female,18--20,MD,0.0,1.0,RS,47.411631,28.369885,Moldova,44.016521,21.005859,Serbia,MDA,SRB
2002,Female,18--20,MD,0.0,1.0,RS,47.411631,28.369885,Moldova,44.016521,21.005859,Serbia,MDA,SRB
2002,Female,18--20,MD,0.0,1.0,RS,47.411631,28.369885,Moldova,44.016521,21.005859,Serbia,MDA,SRB
2002,Female,18--20,MD,0.0,1.0,RS,47.411631,28.369885,Moldova,44.016521,21.005859,Serbia,MDA,SRB
2002,Female,18--20,MD,0.0,1.0,RS,47.411631,28.369885,Moldova,44.016521,21.005859,Serbia,MDA,SRB
2002,Female,18--20,MD,0.0,1.0,RS,47.411631,28.369885,Moldova,44.016521,21.005859,Serbia,MDA,SRB
2002,Female,18--20,MD,0.0,1.0,RS,47.411631,28.369885,Moldova,44.016521,21.005859,Serbia,MDA,SRB
2002,Female,18--20,MD,0.0,1.0,RS,47.411631,28.369885,Moldova,44.016521,21.005859,Serbia,MDA,SRB
2002,Female,18--20,MD,0.0,1.0,RS,47.411631,28.369885,Moldova,44.016521,21.005859,Serbia,MDA,SRB
2002,Female,18--20,MD,0.0,1.0,RS,47.411631,28.369885,Moldova,44.016521,21.005859,Serbia,MDA,SRB
2002,Female,18--20,MD,0.0,1.0,RS,47.411631,28.369885,Moldova,44.016521,21.005859,Serbia,MDA,SRB
2002,Female,18--20,MD,0.0,1.0,RS,47.411631,28.369885,Moldova,44.016521,21.005859,Serbia,MDA,SRB
2002,Female,18--20,MD,0.0,1.0,RS,47.411631,28.369885,Moldova,44.016521,21.005859,Serbia,MDA,SRB
2002,Female,18--20,MD,0.0,1.0,RS,47.411631,28.369885,Moldova,44.016521,21.005859,Serbia,MDA,SRB
2002,Female,18--20,MD,0.0,1.0,RS,47.411631,28.369885,Moldova,44.016521,21.005859,Serbia,MDA,SRB
2002,Female,18--20,MD,0.0,1.0,RS,47.411631,28.369885,Moldova,44.016521,21.005859,Serbia,MDA,SRB
2002,Female,18--20,MD,0.0,1.0,RS,47.411631,28.369885,Moldova,44.016521,21.005859,Serbia,MDA,SRB
2002,Female,18--20,MD,0.0,1.0,RS,47.411631,28.369885,Moldova,44.016521,21.005859,Serbia,MDA,SRB
2002,Female,18--20,MD,0.0,1.0,RS,47.411631,28.369885,Moldova,44.016521,21.005859,Serbia,MDA,SRB
2002,Female,18--20,MD,0.0,1.0,RS,47.411631,28.369885,Moldova,44.016521,21.005859,Serbia,MDA,SRB
2002,Female,18--20,MD,0.0,1.0,RS,47.411631,28.369885,Moldova,44.016521,21.005859,Serbia,MDA,SRB
2002,Female,18--20,MD,0.0,1.0,RS,47.411631,28.369885,Moldova,44.016521,21.005859,Serbia,MDA,SRB
2002,Female,18--20,MD,0.0,1.0,RS,47.411631,28.369885,Moldova,44.016521,21.005859,Serbia,MDA,SRB
2002,Female,18--20,MD,0.0,1.0,RS,47.411631,28.369885,Moldova,44.016521,21.005859,Serbia,MDA,SRB
2002,Female,18--20,MD,,,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,,,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,,,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,,,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,,,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,,,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,,,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,,,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,,,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,,,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,,,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,,,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,,,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,,,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,,,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,,,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,,,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,,,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,,,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,,,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,MD,,,,47.411631,28.369885,Moldova,,,,MDA,
2002,Female,18--20,RO,0.0,1.0,BA,45.943161,24.96676,Romania,43.915886,17.679076,Bosnia and Herzegovina,ROU,BIH
2002,Female,18--20,RO,0.0,1.0,BA,45.943161,24.96676,Romania,43.915886,17.679076,Bosnia and Herzegovina,ROU,BIH
2002,Female,18--20,RO,0.0,1.0,BA,45.943161,24.96676,Romania,43.915886,17.679076,Bosnia and Herzegovina,ROU,BIH
2002,Female,18--20,RO,0.0,1.0,BA,45.943161,24.96676,Romania,43.915886,17.679076,Bosnia and Herzegovina,ROU,BIH
2002,Female,18--20,RO,0.0,1.0,BA,45.943161,24.96676,Romania,43.915886,17.679076,Bosnia and Herzegovina,ROU,BIH
2002,Female,18--20,RO,0.0,1.0,BA,45.943161,24.96676,Romania,43.915886,17.679076,Bosnia and Herzegovina,ROU,BIH
2002,Female,18--20,RO,0.0,1.0,BA,45.943161,24.96676,Romania,43.915886,17.679076,Bosnia and Herzegovina,ROU,BIH
2002,Female,18--20,RO,0.0,1.0,BA,45.943161,24.96676,Romania,43.915886,17.679076,Bosnia and Herzegovina,ROU,BIH
2002,Female,18--20,RO,0.0,1.0,BA,45.943161,24.96676,Romania,43.915886,17.679076,Bosnia and Herzegovina,ROU,BIH
2002,Female,18--20,RO,0.0,1.0,BA,45.943161,24.96676,Romania,43.915886,17.679076,Bosnia and Herzegovina,ROU,BIH
2002,Female,18--20,RO,0.0,1.0,BA,45.943161,24.96676,Romania,43.915886,17.679076,Bosnia and Herzegovina,ROU,BIH
2002,Female,18--20,RO,0.0,1.0,BA,45.943161,24.96676,Romania,43.915886,17.679076,Bosnia and Herzegovina,ROU,BIH
2002,Female,18--20,RO,0.0,1.0,BA,45.943161,24.96676,Romania,43.915886,17.679076,Bosnia and Herzegovina,ROU,BIH
2002,Female,18--20,RO,0.0,1.0,BA,45.943161,24.96676,Romania,43.915886,17.679076,Bosnia and Herzegovina,ROU,BIH
2002,Female,18--20,RO,0.0,1.0,BA,45.943161,24.96676,Romania,43.915886,17.679076,Bosnia and Herzegovina,ROU,BIH
2002,Female,18--20,RO,0.0,1.0,BA,45.943161,24.96676,Romania,43.915886,17.679076,Bosnia and Herzegovina,ROU,BIH
2002,Female,18--20,RO,0.0,1.0,BA,45.943161,24.96676,Romania,43.915886,17.679076,Bosnia and Herzegovina,ROU,BIH
2002,Female,18--20,RO,0.0,1.0,BA,45.943161,24.96676,Romania,43.915886,17.679076,Bosnia and Herzegovina,ROU,BIH
2002,Female,18--20,RO,0.0,1.0,BA,45.943161,24.96676,Romania,43.915886,17.679076,Bosnia and Herzegovina,ROU,BIH
2002,Female,18--20,RO,0.0,1.0,BA,45.943161,24.96676,Romania,43.915886,17.679076,Bosnia and Herzegovina,ROU,BIH
2002,Female,18--20,RO,0.0,1.0,BA,45.943161,24.96676,Romania,43.915886,17.679076,Bosnia and Herzegovina,ROU,BIH
2002,Female,18--20,RO,0.0,1.0,BA,45.943161,24.96676,Romania,43.915886,17.679076,Bosnia and Herzegovina,ROU,BIH
2002,Female,18--20,RO,0.0,1.0,MK,45.943161,24.96676,Romania,41.608635,21.745275,Macedonia [FYROM],ROU,MKD
2002,Female,18--20,RO,0.0,1.0,MK,45.943161,24.96676,Romania,41.608635,21.745275,Macedonia [FYROM],ROU,MKD
2002,Female,18--20,RO,0.0,1.0,MK,45.943161,24.96676,Romania,41.608635,21.745275,Macedonia [FYROM],ROU,MKD
2002,Female,18--20,RO,0.0,1.0,MK,45.943161,24.96676,Romania,41.608635,21.745275,Macedonia [FYROM],ROU,MKD
2002,Female,18--20,RO,0.0,1.0,MK,45.943161,24.96676,Romania,41.608635,21.745275,Macedonia [FYROM],ROU,MKD
2002,Female,18--20,RO,0.0,1.0,MK,45.943161,24.96676,Romania,41.608635,21.745275,Macedonia [FYROM],ROU,MKD
2002,Female,18--20,RO,0.0,1.0,MK,45.943161,24.96676,Romania,41.608635,21.745275,Macedonia [FYROM],ROU,MKD
2002,Female,18--20,RO,0.0,1.0,MK,45.943161,24.96676,Romania,41.608635,21.745275,Macedonia [FYROM],ROU,MKD
2002,Female,18--20,RO,0.0,1.0,MK,45.943161,24.96676,Romania,41.608635,21.745275,Macedonia [FYROM],ROU,MKD
2002,Female,18--20,RO,0.0,1.0,MK,45.943161,24.96676,Romania,41.608635,21.745275,Macedonia [FYROM],ROU,MKD
2002,Female,18--20,RO,0.0,1.0,MK,45.943161,24.96676,Romania,41.608635,21.745275,Macedonia [FYROM],ROU,MKD
2002,Female,18--20,RO,0.0,1.0,MK,45.943161,24.96676,Romania,41.608635,21.745275,Macedonia [FYROM],ROU,MKD
2002,Female,18--20,RO,0.0,1.0,MK,45.943161,24.96676,Romania,41.608635,21.745275,Macedonia [FYROM],ROU,MKD
2002,Female,18--20,RO,0.0,1.0,MK,45.943161,24.96676,Romania,41.608635,21.745275,Macedonia [FYROM],ROU,MKD
2002,Female,18--20,RO,0.0,1.0,MK,45.943161,24.96676,Romania,41.608635,21.745275,Macedonia [FYROM],ROU,MKD
2002,Female,18--20,RO,0.0,1.0,MK,45.943161,24.96676,Romania,41.608635,21.745275,Macedonia [FYROM],ROU,MKD
2002,Female,18--20,RO,0.0,1.0,MK,45.943161,24.96676,Romania,41.608635,21.745275,Macedonia [FYROM],ROU,MKD
2002,Female,18--20,RO,0.0,1.0,MK,45.943161,24.96676,Romania,41.608635,21.745275,Macedonia [FYROM],ROU,MKD
2002,Female,18--20,RO,0.0,1.0,MK,45.943161,24.96676,Romania,41.608635,21.745275,Macedonia [FYROM],ROU,MKD
2002,Female,18--20,RO,0.0,1.0,MK,45.943161,24.96676,Romania,41.608635,21.745275,Macedonia [FYROM],ROU,MKD
2002,Female,18--20,RO,0.0,1.0,MK,45.943161,24.96676,Romania,41.608635,21.745275,Macedonia [FYROM],ROU,MKD
2002,Female,18--20,RO,0.0,1.0,MK,45.943161,24.96676,Romania,41.608635,21.745275,Macedonia [FYROM],ROU,MKD
2002,Female,18--20,RO,0.0,1.0,MK,45.943161,24.96676,Romania,41.608635,21.745275,Macedonia [FYROM],ROU,MKD
2002,Female,18--20,RO,0.0,1.0,MK,45.943161,24.96676,Romania,41.608635,21.745275,Macedonia [FYROM],ROU,MKD
2002,Female,18--20,RO,0.0,1.0,MK,45.943161,24.96676,Romania,41.608635,21.745275,Macedonia [FYROM],ROU,MKD
2002,Female,18--20,RO,0.0,1.0,MK,45.943161,24.96676,Romania,41.608635,21.745275,Macedonia [FYROM],ROU,MKD
2002,Female,18--20,RO,0.0,1.0,MK,45.943161,24.96676,Romania,41.608635,21.745275,Macedonia [FYROM],ROU,MKD
2002,Female,18--20,RO,0.0,1.0,MK,45.943161,24.96676,Romania,41.608635,21.745275,Macedonia [FYROM],ROU,MKD
2002,Female,18--20,RO,0.0,1.0,MK,45.943161,24.96676,Romania,41.608635,21.745275,Macedonia [FYROM],ROU,MKD
2002,Female,18--20,RO,0.0,1.0,MK,45.943161,24.96676,Romania,41.608635,21.745275,Macedonia [FYROM],ROU,MKD
2002,Female,18--20,RO,0.0,1.0,MK,45.943161,24.96676,Romania,41.608635,21.745275,Macedonia [FYROM],ROU,MKD
2002,Female,18--20,RO,0.0,1.0,MK,45.943161,24.96676,Romania,41.608635,21.745275,Macedonia [FYROM],ROU,MKD
2002,Female,18--20,RO,0.0,1.0,MK,45.943161,24.96676,Romania,41.608635,21.745275,Macedonia [FYROM],ROU,MKD
2002,Female,18--20,RO,0.0,1.0,MK,45.943161,24.96676,Romania,41.608635,21.745275,Macedonia [FYROM],ROU,MKD
2002,Female,18--20,RO,0.0,1.0,MK,45.943161,24.96676,Romania,41.608635,21.745275,Macedonia [FYROM],ROU,MKD
2002,Female,18--20,RO,0.0,1.0,MK,45.943161,24.96676,Romania,41.608635,21.745275,Macedonia [FYROM],ROU,MKD
2002,Female,18--20,RO,0.0,1.0,MK,45.943161,24.96676,Romania,41.608635,21.745275,Macedonia [FYROM],ROU,MKD
2002,Female,18--20,RO,0.0,1.0,MK,45.943161,24.96676,Romania,41.608635,21.745275,Macedonia [FYROM],ROU,MKD
2002,Female,18--20,RO,0.0,1.0,MK,45.943161,24.96676,Romania,41.608635,21.745275,Macedonia [FYROM],ROU,MKD
2002,Female,18--20,RO,0.0,1.0,MK,45.943161,24.96676,Romania,41.608635,21.745275,Macedonia [FYROM],ROU,MKD
2002,Female,18--20,RO,0.0,1.0,MK,45.943161,24.96676,Romania,41.608635,21.745275,Macedonia [FYROM],ROU,MKD
